language,code_mixed,english
Bhutlish,Tshong chhu yin?,Have you eaten?
Bhutlish,Nga la gom la yin.,I am going home.
Bhutlish,La la yoe?,Where are you going?
Bhutlish,Nga la tshepa yin.,I am tired.
Bhutlish,Chey tso yin?,Do you want tea?
Bhutlish,Nga la tang la yin.,I am coming now.
Bhutlish,La chhu yin?,Did you drink water?
Bhutlish,Nga la zang la yin.,I am working.
Bhutlish,Tshong la yin?,Have you eaten rice?
Bhutlish,Nga la mek la yin.,I am sleeping.
Bhutlish,La thuk yin?,Are you okay?
Bhutlish,Nga la nyen la yin.,I am walking.
Bhutlish,Chey nang yin?,Are you inside?
Bhutlish,Nga la teng la yin.,I am waiting.
Bhutlish,La thog yin?,Do you like it?
Bhutlish,Nga la ming la yin.,I am studying.
Bhutlish,Tshong kyi la yin?,Have you finished eating?
Bhutlish,Nga la lam la yin.,I am going to the road.
Bhutlish,La kheng yin?,Are you busy?
Bhutlish,Nga la ying la yin.,I am coming back.
Bhutlish,Chey tshe yin?,Are you okay?
Bhutlish,Nga la lu la yin.,I am tired.
Bhutlish,La gao yin?,Where are you?
Bhutlish,Nga la tshang la yin.,I am dancing.
Bhutlish,Tshong tshe yin?,Have you eaten rice?
Bhutlish,Nga la chhu la yin.,I am drinking water.
Bhutlish,La min yin?,Are you good?
Bhutlish,Nga la met la yin.,I am going.
Bhutlish,Chey tshong yin?,Are you hungry?
Bhutlish,Nga la phu la yin.,I am sleeping.
Bhutlish,La go yin?,Where are you going?
Bhutlish,Nga la tsey la yin.,I am listening.
Bhutlish,Tshong pa yin?,Have you eaten rice?
Bhutlish,Nga la chhu la yin.,I am drinking water.
Bhutlish,La tshog yin?,Are you well?
Bhutlish,Nga la yoe yin.,I am fine.
Bhutlish,Chey la yin?,Are you going?
Bhutlish,Nga la teng la yin.,I am waiting.
Bhutlish,La tsey yin?,Do you hear?
Bhutlish,Nga la tso la yin.,I am sleeping.
Bhutlish,Tshong yin?,Have you eaten?
Bhutlish,Nga la chho la yin.,I am cooking.
Bhutlish,La go yin?,Where are you?
Bhutlish,Nga la la yin.,I am going.
Bhutlish,Chey tshong yin?,Are you hungry?
Bhutlish,Nga la tshe la yin.,I am tired.
Bhutlish,La chhu yin?,Did you drink water?
Bhutlish,Nga la lam la yin.,I am walking.
Bhutlish,Tshong kyi yin?,Have you finished eating?
Bhutlish,Nga la tshog la yin.,I am happy.
Bhutlish,La thuk yin?,Are you okay?
Bhutlish,Nga la met la yin.,I am leaving.
Bhutlish,Chey la yin?,Are you going?
Bhutlish,Nga la tsang la yin.,I am dancing.
Bhutlish,La tshog yin?,Are you fine?
Bhutlish,Nga la tshong la yin.,I am eating rice.
Bhutlish,Tshong yin?,Have you eaten?
Bhutlish,Nga la zang la yin.,I am working.
Bhutlish,La yoe yin?,Are you fine?
Bhutlish,Nga la la yin.,I am going.
Bhutlish,Chey tshong yin?,Are you hungry?
Bhutlish,Nga la tshe la yin.,I am tired.
Bhutlish,La tsey yin?,Do you hear?
Bhutlish,Nga la go la yin.,I am coming.
Bhutlish,Tshong yin?,Have you eaten?
Bhutlish,Nga la chho la yin.,I am cooking.
Bhutlish,La met yin?,Are you leaving?
Bhutlish,Nga la yoe yin.,I am fine.
Bhutlish,Chey la yin?,Are you going?
Bhutlish,Nga la tshong la yin.,I am eating rice.
Bhutlish,La tshog yin?,Are you well?
Bhutlish,Nga la teng la yin.,I am waiting.
Bhutlish,Tshong yin?,Have you eaten?
Bhutlish,Nga la met la yin.,I am leaving.
Bhutlish,La yoe yin?,Are you fine?
Bhutlish,Nga la lam la yin.,I am walking.
Bhutlish,Chey tshong yin?,Are you hungry?
Bhutlish,Nga la tsang la yin.,I am dancing.
Bhutlish,La chhu yin?,Did you drink water?
Bhutlish,Nga la tshog la yin.,I am happy.
Bhutlish,Tshong kyi yin?,Have you finished eating?
Bhutlish,Nga la go la yin.,I am coming.
Bhutlish,La min yin?,Are you good?
Bhutlish,Nga la met la yin.,I am leaving.
Bhutlish,Chey la yin?,Are you going?
Bhutlish,Nga la tshong la yin.,I am eating rice.
Bhutlish,La tshog yin?,Are you well?
Bhutlish,Nga la zang la yin.,I am working.
